"•ÈÀ""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Latin America & Caribbean (all income levels),LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.06353124,,,,,,,,,,92.78325524,,,,,,,,,,94.74570384,,96.40682022,,,
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.87823334,,,,,,,,,,23.57921278,,,,,,,,,,31.43519813,,34.33746576,,,
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.89600752,,,,,,,,,,17.0147919,,,,,,,,,,22.10032119,,24.83629389,,,
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.28773,,,,,,,,,,80.7,,,,,,,,,,85.1,,88.66256,,,
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.01680167,,,,,,,,,,64.853027,,,,,,,,,,74.88665062,,78.11396509,,,
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88582772,,,,,,,,,,74.08897962,,,,,,,,,,79.10334753,,80.9526857,,,
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.387741,,,,,,,,,,5,,,,,,,,,,17,,20.56256,,,
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.80292,,,,,,,,,,84,,,,,,,,,,87.54047,,90.54264,,,
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.13573,,,,,,,,,,85.4112,,,,,,,,,,87.87328,,90.87544,,,
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,,,,,,,,,,71.1,,,,,,,,,,98.9,,100,,,
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.21566,,,,,,,,,,95.05585,,,,,,,,,,98.6,,100,,,
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,11.39801,,,,,,,,,,14.3,,15.4,,,
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.51566,,,,,,,,,,96.35585,,,,,,,,,,99.9,,100,,,
Middle East & North Africa (all income levels),MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8995867,,,,,,,,,,90.50083693,,,,,,,,,,94.62467578,,96.18971891,,,
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,98,,,,,,,,,,99,,99.1,,,
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85883,,,,,,,,,,52.53027,,,,,,,,,,55.8,,59.32891,,,
Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.53155325,,,,,,,,,,79.60669953,,,,,,,,,,85.47230127,,87.4161721,,,
"Macedonia, FYR",MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.61566,,,,,,,,,,95.45585,,,,,,,,,,99,,100,,,
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.03774,,,,,,,,,,16.7,,,,,,,,,,16.6,,25.6,,,
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.28774,,,,,,,,,,47,,,,,,,,,,48.8,,52.36256,,,
Middle East & North Africa (developing only),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5270239,,,,,,,,,,90.23070309,,,,,,,,,,94.56626443,,95.88372207,,,
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.81566,,,,,,,,,,82.65585,,,,,,,,,,86.2,,89.76256,,,
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43774,,,,,,,,,,7.1,,,,,,,,,,15,,20.2,,,
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.81566,,,,,,,,,,14.65585,,,,,,,,,,18.2,,21.76256,,,
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55982,,,,,,,,,,99.4,,,,,,,,,,100,,100,,,
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,4.8,,,,,,,,,,8.7,,9.8,,,
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.23774,,,,,,,,,,96.4,,,,,,,,,,99.3,,100,,,
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,,,,,,,,,36.5,,,,,,,,,,43.7,,47.26256,,,
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85883,,,,,,,,,,52.53027,,,,,,,,,,55.8,,59.32891,,,
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,6.7,,,,,,,,,,9.3,,14.4,,,
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.83774,,,,,,,,,,44.9,,,,,,,,,,48,,55.6,,,
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,72,,,,,,,,,,73,,77.9,,,
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
High income: nonOECD,NOC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.53413391,,,,,,,,,,97.31386494,,,,,,,,,,97.79622277,,99.22133761,,,
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91566,,,,,,,,,,72.75585,,,,,,,,,,76.3,,76.3,,,
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
High income: OECD,OEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64436537,,,,,,,,,,99.88651329,,,,,,,,,,99.9696931,,99.99343261,,,
OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.36986793,,,,,,,,,,99.72479022,,,,,,,,,,99.87880676,,99.9069353,,,
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22775,,,,,,,,,,90.89918,,,,,,,,,,94.1,,97.69783,,,
Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.36167479,,,,,,,,,,48.48652793,,,,,,,,,,52.93335268,,57.55806005,,,
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6,,,,,,,,,,79.5,,,,,,,,,,91.4,,93.6,,,
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.13573,,,,,,,,,,85.4112,,,,,,,,,,87.87328,,90.87544,,,
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,72.8615,,,,,,,,,,85,,91.2,,,
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,,,,,,,,,,71.3,,,,,,,,,,83.3,,87.5,,,
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85883,,,,,,,,,,52.53027,,,,,,,,,,55.8,,59.32891,,,
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.159818,,,,,,,,,,11,,,,,,,,,,14.5,,18.10671,,,
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.13573,,,,,,,,,,85.4112,,,,,,,,,,87.87328,,90.87544,,,
"Korea, Dem. People‰Ûªs Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61566,,,,,,,,,,22.45585,,,,,,,,,,26,,29.56256,,,
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,93.2499,,,,,,,,,,97,,98.2,,,
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2040751,,,,,,,,,,46.48448208,,,,,,,,,,48.94351448,,51.9441254,,,
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85883,,,,,,,,,,52.53027,,,,,,,,,,55.8,,59.32891,,,
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22775,,,,,,,,,,90.89918,,,,,,,,,,94.1,,97.69783,,,
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,6.2,,,,,,,,,,10.8,,18,,,
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5546666,,,,,,,,,,61.23504331,,,,,,,,,,74.43930628,,77.95960426,,,
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22775,,,,,,,,,,90.89918,,,,,,,,,,94.1,,97.69783,,,
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61566,,,,,,,,,,25.45585,,,,,,,,,,29,,32.56256,,,
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,36.8,,,,,,,,,,56.5,,56.5,,,
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85982,,,,,,,,,,15.7,,,,,,,,,,19.2,,22.80671,,,
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715664,,,,,,,,,,8.555846,,,,,,,,,,12.1,,14.2,,,
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,87,,,,,,,,,,92,,93.7,,,
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.23787,,,,,,,,,,25.9093,,,,,,,,,,29.1,,32.70795,,,
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Sub-Saharan Africa (developing only),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7360666,,,,,,,,,,26.02778612,,,,,,,,,,31.73827017,,35.27414879,,,
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,1.5,,5.062558,,,
Sub-Saharan Africa (all income levels),SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7715702,,,,,,,,,,26.06453236,,,,,,,,,,31.77316544,,35.30610336,,,
Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.59918349,,,,,,,,,,58.6485543,,,,,,,,,,62.14443091,,65.61757562,,,
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.28774,,,,,,,,,,52.9,,,,,,,,,,56.9,,60.46256,,,
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48508,,,,,,,,,,99.6241,,,,,,,,,,100,,100,,,
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Swaziland,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.81566,,,,,,,,,,31.65585,,,,,,,,,,35.2,,42,,,
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55982,,,,,,,,,,99.4,,,,,,,,,,100,,100,,,
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.03773,,,,,,,,,,86.6,,,,,,,,,,92.7,,96.26256,,,
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.13573,,,,,,,,,,85.4112,,,,,,,,,,87.87328,,90.87544,,,
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,2.3,,,,,,,,,,3.5,,6.4,,,
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,16.97,,,,,,,,,,27.9,,31.46256,,,
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,82.5,,,,,,,,,,99.7,,100,,,
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.88774,,,,,,,,,,99,,,,,,,,,,100,,100,,,
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.18774,,,,,,,,,,99.6,,,,,,,,,,100,,100,,,
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.61566,,,,,,,,,,34.45584,,,,,,,,,,38,,41.56256,,,
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,85.79802,,,,,,,,,,92.3,,95.86256,,,
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.72205,,,,,,,,,,94.86102,,,,,,,,,,99,,99.8278,,,
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.63774,,,,,,,,,,95,,,,,,,,,,99.5,,100,,,
Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.61567,,,,,,,,,,37.45584,,,,,,,,,,41,,44.56256,,,
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,8.8,,,,,,,,,,14.8,,15.3,,,
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,8.6,,,,,,,,,,14.6,,18.16256,,,
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.41566,,,,,,,,,,96.25585,,,,,,,,,,99.8,,100,,,
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.46880117,,,,,,,,,,95.7709932,,,,,,,,,,98.00938809,,98.59745201,,,
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,97,,,,,,,,,,99,,99.5,,,
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,100,,100,,,
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.85982,,,,,,,,,,99.7,,,,,,,,,,100,,100,,,
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,,,,,,,,,,70.93898,,,,,,,,,,75.07795,,75.90575,,,
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,99,,,,,,,,,,100,,100,,,
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.13573,,,,,,,,,,85.4112,,,,,,,,,,87.87328,,90.87544,,,
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.93774,,,,,,,,,,89.1,,,,,,,,,,96,,99,,,
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,19.1,,,,,,,,,,23.5,,27.07681,,,
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22775,,,,,,,,,,90.89918,,,,,,,,,,94.1,,97.69783,,,
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.64846652,,,,,,,,,,79.31337338,,,,,,,,,,83.07768532,,84.58252784,,,
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,89.44801,,,,,,,,,,99.6,,100,,,
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.45982,,,,,,,,,,41.3,,,,,,,,,,44.8,,48.40671,,,
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,66.1,,,,,,,,,,82.7,,85.4,,,
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33774,,,,,,,,,,6.7,,,,,,,,,,15.2,,16.4,,,
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33774,,,,,,,,,,17.4,,,,,,,,,,18.5,,22.06256,,,
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,,,,,,,,,,34.2,,,,,,,,,,36.9,,40.46256,,,
